

 F
+----------------+-----+----------+-----+-----+-----+-----+----+-----+-----+
|     Phrase     |  F  | Othermax |  A  |  I  |  LR |  R  | SO |  SP |  SS |
|     ended     |  14  |    22    |  21  |   22  |  7   |  3   |  19  |  2   |  7   |
|     basis     |  6   |    26    |  9   |   26  |  1   |  4   |  11  |  1   |  6   |
|      half     |  7   |    9     |  9   |   5   |  0   |  1   |  2   |  0   |  2   |
|     grant     |  9   |    17    |  17  |   13  |  12  |  11  |  9   |  0   |  4   |
|    exporter   |  7   |    7     |  3   |   1   |  0   |  0   |  2   |  2   |  7   |
|     share     |  29  |    40    |  31  |   40  |  0   |  8   |  12  |  3   |  28  |
|     input     |  8   |    8     |  8   |   3   |  0   |  0   |  2   |  0   |  0   |
|      come     |  23  |    41    |  27  |   41  |  7   |  13  |  8   |  3   |  23  |
|      it,      |  7   |    9     |  3   |   6   |  0   |  4   |  9   |  1   |  2   |
|      act      |  60  |   107    |  80  |   63  |  11  |  46  |  55  |  36  | 107  |
|     office    |  12  |    24    |  2   |   9   |  0   |  1   |  24  |  0   |  3   |
|    contain    |  13  |    9     |  3   |   9   |  1   |  1   |  4   |  0   |  2   |
|       31      |  8   |    6     |  4   |   6   |  1   |  3   |  4   |  1   |  4   |
|      sub-     |  28  |    15    |  8   |   4   |  2   |  3   |  15  |  1   |  2   |
|    present    |  6   |    31    |  13  |   31  |  4   |  13  |  20  |  2   |  9   |
|       5       |  35  |   184    |  89  |  184  |  16  |  48  |  37  |  48  |  99  |
|     tenure    |  31  |    6     |  0   |   6   |  0   |  1   |  4   |  0   |  0   |
|      sent     |  9   |    34    |  15  |   34  |  4   |  20  |  23  |  3   |  13  |
|     inter     |  21  |    36    |  21  |   36  |  4   |  10  |  15  |  2   |  27  |
|       7,      |  7   |    29    |  11  |   29  |  0   |  5   |  6   |  10  |  0   |
|      take     |  13  |    29    |  18  |   29  |  4   |  8   |  19  |  3   |  3   |
|      lie      |  7   |    33    |  33  |   27  |  4   |  13  |  13  |  7   |  6   |
|      good     |  31  |    56    |  56  |   18  |  2   |  4   |  7   |  1   |  14  |
|       4,      |  6   |    20    |  7   |   20  |  0   |  5   |  4   |  3   |  1   |
|    dividend   |  6   |    11    |  0   |   0   |  0   |  0   |  0   |  0   |  11  |
|     refer     |  15  |    29    |  19  |   29  |  5   |  10  |  9   |  3   |  11  |
|      air      |  9   |    5     |  5   |   4   |  0   |  0   |  2   |  1   |  1   |
|    payable    |  6   |    6     |  6   |   6   |  0   |  3   |  3   |  0   |  0   |
|      end      |  53  |   100    |  53  |  100  |  19  |  59  |  95  |  6   |  28  |
|    register   |  9   |    8     |  8   |   8   |  0   |  1   |  5   |  0   |  8   |
|       23      |  7   |    8     |  5   |   7   |  0   |  3   |  1   |  6   |  8   |
|      rule     |  18  |    16    |  16  |   12  |  1   |  4   |  13  |  6   |  6   |
|       1,      |  8   |    44    |  11  |   44  |  4   |  6   |  12  |  3   |  11  |
|     month     |  6   |    10    |  4   |   8   |  0   |  3   |  10  |  0   |  1   |
|     action    |  11  |    8     |  5   |   5   |  0   |  6   |  6   |  2   |  8   |
|       5.      |  7   |    14    |  10  |   14  |  0   |  5   |  1   |  0   |  6   |
|      2004     |  7   |    13    |  13  |   4   |  6   |  0   |  1   |  0   |  0   |
|  manufacture  |  10  |    8     |  8   |   3   |  0   |  0   |  1   |  0   |  2   |
|     stand     |  6   |    16    |  16  |   13  |  0   |  3   |  9   |  0   |  4   |
|       19      |  45  |   264    |  71  |  264  |  20  |  28  |  43  |  8   | 124  |
|     gains     |  17  |    47    |  7   |   47  |  3   |  10  |  26  |  1   |  4   |
|       ed      | 439  |   1026   | 761  |  1026 | 127  | 451  | 556  |  70  | 425  |
|      anti     |  10  |    6     |  6   |   5   |  1   |  2   |  3   |  1   |  5   |
|      owe      |  15  |    47    |  35  |   30  |  8   |  22  |  47  |  3   |  25  |
|     owing     |  7   |    11    |  6   |   11  |  1   |  1   |  1   |  0   |  11  |
|    follows    |  9   |    8     |  1   |   3   |  1   |  0   |  0   |  1   |  8   |
|       :-      |  9   |    4     |  4   |   0   |  0   |  0   |  0   |  0   |  3   |
|    declare    |  6   |    5     |  0   |   5   |  0   |  3   |  0   |  0   |  2   |
|      vest     |  8   |    15    |  15  |   2   |  0   |  1   |  1   |  8   |  2   |
|    holders    |  6   |    4     |  0   |   4   |  0   |  0   |  1   |  0   |  1   |
|    tenure-    |  10  |    1     |  0   |   0   |  0   |  0   |  1   |  0   |  0   |
|     charge    |  23  |    37    |  37  |   10  |  3   |  1   |  6   |  1   |  4   |
|     proper    |  15  |    22    |  16  |   17  |  0   |  7   |  22  |  2   |  8   |
|      deem     |  9   |    9     |  3   |   1   |  1   |  1   |  9   |  0   |  3   |
|       V       |  8   |    14    |  10  |   5   |  0   |  4   |  4   |  1   |  14  |
|     manage    |  17  |    15    |  1   |   15  |  2   |  4   |  4   |  0   |  0   |
|       X       |  6   |    6     |  1   |   6   |  0   |  4   |  3   |  0   |  0   |
|       30      |  6   |    28    |  6   |   28  |  2   |  4   |  4   |  2   |  6   |
|       ss      | 178  |   301    | 297  |  301  |  53  | 206  | 179  |  41  | 193  |
|       8       |  21  |   127    |  43  |  127  |  18  |  21  |  19  |  32  |  68  |
|      age      |  57  |    76    |  23  |   76  |  3   |  10  |  31  |  3   |  16  |
|      ten      |  61  |    47    |  47  |   39  |  16  |  23  |  33  |  7   |  30  |
|      ...      |  14  |    22    |  4   |   2   |  0   |  0   |  0   |  0   |  22  |
|   transport   |  6   |    10    |  10  |   1   |  1   |  0   |  2   |  0   |  0   |
|      bet      |  9   |    10    |  10  |   8   |  0   |  3   |  6   |  2   |  7   |
|       93      |  8   |    9     |  5   |   6   |  0   |  1   |  3   |  1   |  9   |
|     claim     |  6   |    21    |  12  |   21  |  1   |  7   |  14  |  6   |  2   |
|       44      |  6   |    6     |  5   |   6   |  1   |  0   |  0   |  1   |  5   |
|      son      |  25  |    40    |  40  |   31  |  5   |  14  |  22  |  8   |  23  |
|      ing      | 227  |   371    | 291  |  371  |  53  | 190  | 278  |  45  | 240  |
|      sons     |  9   |    9     |  9   |   9   |  1   |  5   |  8   |  2   |  2   |
|      name     |  8   |    22    |  11  |   22  |  0   |  11  |  2   |  0   |  7   |
|      fter     |  18  |    40    |  24  |   40  |  8   |  2   |  18  |  2   |  11  |
|     Rules     |  6   |    11    |  11  |   7   |  0   |  0   |  3   |  0   |  3   |
|       1)      |  24  |    18    |  17  |   18  |  5   |  8   |  13  |  4   |  11  |
|      port     |  50  |    63    |  62  |   38  |  9   |  17  |  35  |  14  |  63  |
|      ship     |  21  |    44    |  27  |   44  |  4   |  38  |  4   |  2   |  15  |
|       r.      |  9   |    38    |  38  |   37  |  3   |  13  |  14  |  2   |  20  |
|    material   |  9   |    26    |  26  |   10  |  2   |  2   |  9   |  2   |  11  |
|      wool     |  8   |    3     |  2   |   3   |  0   |  2   |  0   |  0   |  0   |
|       7       |  31  |   185    |  60  |  185  |  14  |  39  |  57  |  30  |  80  |
|       9       |  75  |   379    | 112  |  379  |  35  |  50  |  69  |  19  | 169  |
|     ssued     |  7   |    26    |  17  |   26  |  0   |  2   |  5   |  0   |  3   |
|     assess    |  19  |    31    |  25  |   30  |  9   |  31  |  11  |  10  |  10  |
|     ection    |  79  |    83    |  73  |   72  |  16  |  32  |  83  |  0   |  47  |
|     regard    |  9   |    13    |  10  |   10  |  1   |  5   |  13  |  2   |  3   |
|       e       | 5187 |  10270   | 8444 | 10270 | 1416 | 4445 | 6608 | 1111 | 5134 |
|      note     |  6   |    15    |  15  |   3   |  0   |  4   |  2   |  0   |  2   |
|     states    |  22  |    9     |  5   |   9   |  0   |  0   |  1   |  0   |  0   |
|      put      |  16  |    30    |  24  |   30  |  2   |  10  |  10  |  1   |  7   |
+---------------+------+----------+------+-------+------+------+------+------+------+


 I
+--------------+------+----------+------+-------+------+------+------+------+------+
|    Phrase    |  I   | Othermax |  A   |   F   |  LR  |  R   |  SO  |  SP  |  SS  |
+--------------+------+----------+------+-------+------+------+------+------+------+
|     High     |  23  |    62    |  34  |   59  |  62  |  51  |  2   |  13  |  3   |
|    Court     |  26  |    82    |  49  |   76  |  80  |  82  |  6   |  65  |  12  |
|    appeal    |  26  |    37    |  9   |   37  |  32  |  35  |  0   |  6   |  5   |
|   question   |  22  |    53    |  26  |   28  |  21  |  17  |  14  |  53  |  6   |
|     case     |  16  |    78    |  57  |   42  |  21  |  78  |  3   |  48  |  34  |
|    order     |  15  |    46    |  42  |   46  |  25  |  37  |  3   |  8   |  18  |
|   Section    |  10  |    43    |  43  |   15  |  6   |  27  |  0   |  20  |  31  |
|   Tribunal   |  13  |    37    |  11  |   20  |  37  |  6   |  7   |  3   |  1   |
| certificate  |  11  |    21    |  9   |   21  |  12  |  11  |  1   |  1   |  7   |
|    forest    |  11  |    6     |  5   |   4   |  1   |  4   |  0   |  6   |  1   |
|   whether    |  10  |    27    |  18  |   7   |  6   |  10  |  4   |  27  |  14  |
|     Act,     |  8   |    26    |  17  |   17  |  2   |  7   |  0   |  6   |  26  |
|   judgment   |  8   |    29    |  18  |   12  |  8   |  29  |  1   |  13  |  2   |
|    lands     |  13  |    6     |  6   |   1   |  1   |  1   |  0   |  4   |  2   |
| agricultural |  12  |    12    |  6   |   2   |  1   |  5   |  0   |  12  |  1   |
|   decision   |  10  |    22    |  3   |   13  |  8   |  14  |  5   |  22  |  1   |
|     made     |  7   |    48    |  29  |   48  |  12  |  27  |  5   |  14  |  33  |
|     Act      |  23  |    74    |  55  |   69  |  29  |  52  |  0   |  26  |  74  |
|   appeals    |  7   |    9     |  0   |   3   |  3   |  9   |  0   |  0   |  1   |
|    dated     |  7   |    47    |  23  |   47  |  15  |  9   |  0   |  3   |  9   |
|    Civil     |  6   |    42    |  3   |   7   |  2   |  7   |  42  |  1   |  0   |
|   special    |  6   |    9     |  3   |   9   |  2   |  2   |  0   |  8   |  2   |
|    leave     |  6   |    6     |  0   |   6   |  2   |  2   |  1   |  0   |  0   |
|    passed    |  6   |    25    |  10  |   12  |  2   |  25  |  1   |  1   |  3   |
|   granted    |  6   |    8     |  7   |   8   |  7   |  2   |  0   |  3   |  5   |
| registration |  6   |    33    |  15  |   33  |  5   |  2   |  0   |  0   |  3   |
|   section    |  6   |    40    |  6   |   26  |  13  |  31  |  0   |  10  |  40  |
|     Code     |  7   |    28    |  1   |   15  |  13  |  28  |  2   |  0   |  5   |
|   assessee   |  8   |    30    |  22  |   18  |  30  |  10  |  8   |  6   |  7   |
|     No.      |  8   |    57    |  9   |   57  |  20  |  18  |  37  |  1   |  7   |
|     12A      |  6   |    12    |  12  |   2   |  2   |  1   |  0   |  0   |  0   |
|    grant     |  12  |    17    |  17  |   13  |  11  |  9   |  0   |  4   |  9   |
|     land     |  21  |    25    |  11  |   22  |  22  |  19  |  0   |  25  |  4   |
|     and,     |  7   |    6     |  4   |   6   |  5   |  3   |  2   |  4   |  1   |
|   purpose    |  7   |    15    |  13  |   15  |  4   |  12  |  2   |  11  |  9   |
|     led      |  12  |    83    |  38  |   83  |  33  |  31  |  2   |  25  |  27  |
|     law      |  8   |    75    |  35  |   18  |  15  |  14  |  13  |  75  |  9   |
|   express    |  10  |    18    |  18  |   0   |  8   |  9   |  0   |  10  |  2   |
|     one      |  13  |    84    |  43  |   84  |  36  |  39  |  12  |  65  |  42  |
|    Income    |  7   |    28    |  13  |   28  |  7   |  4   |  1   |  12  |  14  |
|     2004     |  6   |    13    |  13  |   4   |  0   |  1   |  0   |  0   |  7   |
|      97      |  6   |    60    |  1   |   60  |  6   |  25  |  1   |  21  |  7   |
|     ten      |  16  |    61    |  47  |   39  |  23  |  33  |  7   |  30  |  61  |
|     rise     |  6   |    10    |  9   |   10  |  5   |  7   |  3   |  6   |  8   |
|      2       |  43  |   301    | 178  |  301  |  95  |  77  |  91  | 130  | 134  |
|     ment     |  20  |   173    | 153  |  173  |  61  | 146  |  19  |  80  | 153  |
|      -       |  20  |   190    |  83  |  190  |  71  |  92  |  14  |  55  | 137  |
|      us      |  31  |   182    | 182  |  153  |  83  | 122  |  26  | 120  |  99  |
|     date     |  11  |    78    |  53  |   78  |  19  |  31  |  0   |  27  |  14  |
|     use      |  9   |    58    |  58  |   39  |  25  |  32  |  11  |  25  |  33  |
|      r       | 676  |   4772   | 3981 |  4772 | 2036 | 2845 | 495  | 2607 | 2829 |
|      96      |  9   |    79    |  15  |   79  |  12  |  10  |  0   |  21  |  3   |
|      18      |  8   |    9     |  5   |   6   |  3   |  1   |  6   |  9   |  3   |
|      s.      |  8   |   172    | 108  |  172  |  55  |  57  |  16  |  68  |  46  |
|      1       |  80  |   572    | 241  |  572  | 140  | 129  |  95  | 252  | 145  |
|      e       | 1416 |  10270   | 8444 | 10270 | 4445 | 6608 | 1111 | 5134 | 5187 |
|     pass     |  8   |    32    |  12  |   15  |  5   |  32  |  1   |  3   |  5   |
|     ion      | 122  |   702    | 637  |  702  | 242  | 451  |  70  | 412  | 389  |
|    herein    |  6   |    33    |  8   |   33  |  5   |  4   |  1   |  6   |  6   |
|     ques     |  23  |    54    |  26  |   38  |  21  |  18  |  15  |  54  |  6   |
|     tax      |  8   |    55    |  55  |   44  |  9   |  8   |  1   |  22  |  53  |
+--------------+------+----------+------+-------+------+------+------+------+------+


 SP
+---------------+-----+----------+-----+------+-----+-----+-----+-----+-----+
|     Phrase    |  SP | Othermax |  A  |  F   |  I  |  LR |  R  |  SO |  SS |
+---------------+-----+----------+-----+------+-----+-----+-----+-----+-----+
|       v.      |  73 |    8     |  8  |  2   |  1  |  2  |  2  |  2  |  0  |
|     Court     |  65 |    82    |  49 |  76  |  26 |  80 |  82 |  6  |  12 |
|    question   |  53 |    28    |  26 |  28  |  22 |  21 |  17 |  14 |  6  |
|      case     |  48 |    78    |  57 |  42  |  16 |  21 |  78 |  3  |  34 |
|     Indlaw    |  34 |    13    |  13 |  2   |  0  |  1  |  2  |  2  |  0  |
|       SC      |  54 |    19    |  19 |  7   |  1  |  0  |  4  |  2  |  0  |
|      held     |  35 |    32    |  26 |  18  |  4  |  32 |  12 |  4  |  5  |
|     State     |  32 |    43    |  29 |  43  |  2  |  4  |  29 |  0  |  7  |
|     would     |  29 |    41    |  41 |  13  |  1  |  7  |  37 |  4  |  6  |
|      fact     |  63 |    40    |  29 |  40  |  5  |  32 |  27 |  18 |  32 |
|    whether    |  27 |    18    |  18 |  7   |  10 |  6  |  10 |  4  |  14 |
|      law      |  75 |    35    |  35 |  18  |  8  |  15 |  14 |  13 |  9  |
|     could     |  22 |    22    |  22 |  15  |  1  |  14 |  10 |  0  |  1  |
|     court     |  26 |    14    |  10 |  12  |  1  |  14 |  13 |  4  |  7  |
|    company    |  30 |    28    |  12 |  6   |  0  |  4  |  2  |  7  |  28 |
|    evidence   |  22 |    13    |  5  |  12  |  5  |  13 |  9  |  7  |  5  |
|    Section    |  20 |    43    |  43 |  15  |  10 |  6  |  27 |  0  |  31 |
|   Government  |  22 |    45    |  34 |  45  |  1  |  4  |  28 |  5  |  37 |
| Commissioners |  22 |    0     |  0  |  0   |  0  |  0  |  0  |  0  |  0  |
|       &       |  19 |    9     |  9  |  5   |  1  |  4  |  3  |  2  |  1  |
|      upon     |  18 |    13    |  13 |  10  |  2  |  9  |  0  |  6  |  3  |
|    decision   |  22 |    14    |  3  |  13  |  10 |  8  |  14 |  5  |  1  |
|     facts     |  18 |    15    |  7  |  15  |  3  |  4  |  13 |  7  |  4  |
|       2       | 130 |   301    | 178 | 301  |  43 |  95 |  77 |  91 | 134 |
|   conclusion  |  21 |    8     |  8  |  6   |  1  |  7  |  6  |  2  |  1  |
|   candidates  |  15 |    16    |  16 |  16  |  3  |  0  |  5  |  0  |  0  |
|      laid     |  14 |    10    |  10 |  2   |  1  |  0  |  2  |  1  |  1  |
|      also     |  15 |    40    |  34 |  40  |  2  |  19 |  14 |  2  |  5  |
|      made     |  14 |    48    |  29 |  48  |  7  |  12 |  27 |  5  |  33 |
|     cannot    |  14 |    18    |  18 |  5   |  0  |  4  |  14 |  2  |  4  |
|     marks     |  16 |    29    |  21 |  29  |  3  |  2  |  11 |  0  |  0  |
|    finding    |  14 |    8     |  7  |  7   |  3  |  4  |  8  |  5  |  0  |
|      High     |  13 |    62    |  34 |  59  |  23 |  62 |  51 |  2  |  3  |
|      Act      |  26 |    74    |  55 |  69  |  23 |  29 |  52 |  0  |  74 |
